RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,1,Steve Stricker,73,1.818,101.807,77.428,24.378,56
2,2,Retief Goosen,75,1.598,84.708,48.581,36.128,53
3,3,Jim Furyk,76,1.564,93.844,69.521,24.324,60
4,4,Luke Donald,71,1.493,79.146,32.801,46.346,53
5,5,Matt Kuchar,97,1.461,109.552,62.058,47.492,75
6,6,Paul Casey,64,1.411,62.098,25.839,36.258,44
7,7,Ernie Els,72,1.322,72.733,54.567,18.164,55
8,8,Justin Rose,78,1.195,83.677,66.643,17.031,70
9,9,Bo Van Pelt,104,1.192,103.730,94.919,8.809,87
10,10,Robert Allenby,76,1.156,70.505,61.855,8.646,61
11,11,Padraig Harrington,57,1.063,46.756,35.145,11.609,44
12,12,Phil Mickelson,76,1.001,57.079,65.598,-8.519,57
13,13,Charley Hoffman,85,.995,76.610,68.472,8.138,77
14,14,K.J. Choi,82,.984,60.047,56.572,3.475,61
15,15,Dustin Johnson,83,.979,61.665,54.730,6.932,63
16,16,J.B. Holmes,100,.936,82.360,76.407,5.953,88
17,17,Bill Haas,87,.918,68.885,73.859,-4.976,75
18,18,Nick Watney,91,.915,63.129,55.635,7.492,69
T19,T19,Adam Scott,70,.862,44.806,83.693,-38.883,52
T19,T19,Ben Crane,85,.862,56.913,39.197,17.712,66
21,21,Kevin Na,94,.854,64.890,27.499,37.389,76
22,22,Tim Clark,88,.832,56.586,38.331,18.255,68
23,24,Stewart Cink,84,.827,53.779,40.831,12.947,65
24,30,Rickie Fowler,98,.793,65.831,55.222,10.606,83
25,25,Zach Johnson,93,.792,59.422,15.742,43.681,75
26,32,Charles Howell III,103,.784,70.516,29.652,40.861,90
27,23,Brendon de Jonge,114,.762,69.312,68.867,.443,91
28,39,Vijay Singh,75,.753,42.931,85.134,-42.204,57
29,28,Jason Day,82,.738,52.374,53.382,-1.008,71
30,26,Dean Wilson,54,.736,34.606,-2.058,36.666,47
31,29,Geoff Ogilvy,62,.735,36.761,18.213,18.547,50
32,31,Freddie Jacobson,83,.722,55.574,36.890,18.684,77
33,33,Rory McIlroy,54,.714,28.543,37.758,-9.214,40
34,34,Bubba Watson,77,.695,46.580,51.611,-5.032,67
35,35,David Toms,86,.693,48.520,30.342,18.174,70
36,36,Camilo Villegas,78,.691,38.717,60.883,-22.166,56
37,37,Ryan Moore,80,.687,41.888,23.473,18.414,61
38,27,Charlie Wi,95,.679,60.446,10.700,49.745,89
39,40,Hunter Mahan,85,.665,44.530,39.925,4.603,67
40,41,Chad Campbell,94,.645,52.228,60.763,-8.535,81
41,42,Jeff Overton,89,.630,44.734,15.746,28.988,71
42,38,Tom Gillis,97,.616,55.451,23.529,31.921,90
43,46,Sean O'Hair,84,.615,39.954,45.300,-5.347,65
44,53,John Senden,103,.608,52.938,65.191,-12.255,87
45,45,Ricky Barnes,103,.604,50.118,48.141,1.975,83
46,43,Heath Slocum,97,.580,42.333,61.077,-18.744,73
T47,48,Pat Perez,90,.572,47.480,16.045,31.430,83
T47,47,Brandt Snedeker,89,.572,42.876,8.142,34.734,75
49,T62,Steve Marino,81,.567,35.720,19.350,16.366,63
50,60,Spencer Levin,110,.564,55.243,42.454,12.789,98
51,57,Paul Stankowski,62,.561,29.748,12.340,17.409,53
52,50,Steve Elkington,74,.557,32.861,13.333,19.528,59
53,51,Carl Pettersson,99,.554,46.016,-21.823,67.836,83
54,52,Stephen Ames,75,.553,38.142,12.824,25.319,69
55,44,Justin Leonard,89,.539,38.840,25.652,13.188,72
56,49,Chris Riley,73,.538,33.896,22.103,11.790,63
57,56,Jonathan Byrd,85,.524,42.989,40.301,2.685,82
58,61,Brian Gay,101,.518,42.478,-17.275,59.751,82
59,58,Bryce Molder,84,.507,37.016,2.446,34.567,73
60,59,John Rollins,81,.497,37.264,53.217,-15.954,75
61,T62,Matt Jones,89,.495,39.598,-1.634,41.231,80
62,54,D.J. Trahan,92,.494,40.509,78.977,-38.469,82
63,55,Shaun Micheel,70,.487,25.826,13.281,12.545,53
64,65,Joe Durant,67,.481,27.414,44.148,-16.735,57
65,64,Kevin Sutherland,86,.468,36.486,43.541,-7.056,78
66,66,Jason Bohn,84,.430,31.852,22.438,9.414,74
67,68,Marc Leishman,87,.418,30.066,40.522,-10.459,72
68,69,Kenny Perry,69,.401,22.462,36.113,-13.650,56
69,70,Graham DeLaet,88,.396,30.104,57.139,-27.036,76
70,67,Vaughn Taylor,87,.387,30.602,35.250,-4.647,79
T71,T71,J.J. Henry,92,.360,28.472,11.116,17.356,79
T71,T71,Scott Verplank,74,.360,20.178,18.071,2.103,56
73,73,Greg Chalmers,93,.354,30.792,-36.907,67.700,87
74,74,Chris Couch,66,.307,18.122,.144,17.975,59
75,76,Lucas Glover,75,.297,17.535,24.568,-7.035,59
76,80,Ryan Palmer,84,.294,20.868,-9.871,30.735,71
77,77,Ryuji Imada,90,.286,24.053,-22.256,46.306,84
78,75,Aron Price,70,.259,16.039,14.962,1.077,62
T79,79,Ángel Cabrera,64,.249,12.699,20.422,-7.724,51
T79,81,Tim Petrovic,105,.249,23.384,23.972,-.589,94
81,84,Michael Sim,64,.235,12.429,-14.975,27.402,53
82,82,Ben Curtis,78,.234,15.444,.288,15.156,66
83,85,Chris Stroud,90,.229,16.487,12.143,4.343,72
84,88,Jerry Kelly,99,.209,17.113,53.947,-36.836,82
85,83,Aaron Baddeley,94,.208,18.306,-25.897,44.202,88
86,78,Will MacKenzie,72,.202,13.705,43.778,-30.073,68
87,86,D.A. Points,90,.199,15.727,23.823,-8.099,79
88,87,Boo Weekley,88,.183,13.538,41.296,-27.759,74
89,106,Davis Love III,79,.173,11.447,44.895,-33.449,66
T90,93,Briny Baird,87,.169,13.349,14.881,-1.534,79
T90,90,Webb Simpson,98,.169,15.505,-18.430,33.930,92
