RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,1,Tiger Woods,40,16.17,646.76,-436.49,604.54,
2,2,Phil Mickelson,44,9.09,399.76,-311.91,367.29,
3,3,Steve Stricker,44,7.29,320.89,-180.09,326.84,
4,4,Paul Casey,43,5.93,254.86,-145.08,276.86,
5,5,Lee Westwood,50,5.92,295.97,-186.32,226.74,
6,6,Padraig Harrington,51,5.73,292.31,-245.23,183.10,
7,7,Henrik Stenson,46,5.64,259.43,-196.80,213.17,
8,8,Kenny Perry,51,5.26,268.48,-171.00,241.21,
9,10,Sergio Garcia,51,5.21,265.51,-269.25,113.42,
10,9,Jim Furyk,49,5.16,252.60,-175.17,217.05,
11,11,Martin Kaymer,50,5.03,251.53,-139.08,219.12,
12,21,Ian Poulter,49,4.84,237.01,-139.29,209.48,
13,16,Rory McIlroy,57,4.78,272.62,-91.07,260.66,
14,12,Geoff Ogilvy,49,4.66,228.42,-192.42,207.70,
15,14,Sean O'Hair,49,4.53,222.20,-124.42,232.18,
16,13,Stewart Cink,47,4.53,213.08,-158.85,183.23,
17,22,Ernie Els,54,4.41,238.09,-206.37,187.18,
18,15,Lucas Glover,52,4.15,215.75,-67.45,229.40,
19,26,Ross Fisher,51,4.13,210.58,-116.82,176.16,
20,19,Retief Goosen,58,4.10,238.08,-121.23,227.56,
21,17,Vijay Singh,45,3.96,178.33,-253.40,66.22,
22,23,Anthony Kim,51,3.94,200.86,-159.45,133.47,
23,18,Camilo Villegas,50,3.92,196.15,-167.84,119.23,
24,20,Zach Johnson,51,3.86,196.65,-122.40,205.00,
25,28,Ángel Cabrera,52,3.54,184.01,-130.96,189.39,
26,24,Hunter Mahan,52,3.38,175.62,-119.71,160.89,
27,27,Luke Donald,41,3.37,138.11,-109.64,132.41,
28,25,Robert Karlsson,40,3.26,130.26,-173.27,33.92,
29,31,Robert Allenby,59,3.20,188.59,-132.63,134.50,
30,29,Y.E. Yang,58,3.15,182.70,-31.67,195.83,
31,33,Nick Watney,53,3.15,166.79,-72.63,192.03,
32,36,Ryo Ishikawa,52,3.01,156.53,-42.91,116.54,
33,34,Søren Kjeldsen,53,3.00,159.05,-99.17,126.32,
34,30,Mike Weir,50,2.96,148.20,-133.65,111.04,
35,35,Yuta Ikeda,40,2.91,116.36,-12.80,111.29,
36,32,David Toms,47,2.80,131.46,-66.08,142.26,
37,45,Francesco Molinari,55,2.77,152.46,-65.65,126.58,
38,41,Justin Leonard,51,2.75,140.27,-139.61,104.69,
39,37,Tim Clark,56,2.73,153.12,-118.05,115.61,
40,40,Oliver Wilson,53,2.69,142.60,-100.10,103.80,
41,38,Brian Gay,60,2.63,157.84,-82.35,155.39,
42,42,Soren Hansen,52,2.61,135.52,-102.28,112.05,
43,39,Ben Curtis,44,2.58,113.56,-97.22,63.99,
44,43,Miguel Angel Jiménez,55,2.53,138.96,-136.52,94.76,
45,48,Simon Dyson,60,2.49,149.38,-63.75,137.83,
46,47,Alvaro Quiros,54,2.48,134.04,-63.93,125.34,
47,56,Anders Hansen,47,2.44,114.55,-78.00,116.34,
48,44,Dustin Johnson,55,2.43,133.75,-50.41,139.31,
49,69,Stephen Ames,47,2.38,111.82,-101.48,86.22,
50,55,Graeme McDowell,53,2.36,124.88,-111.47,78.48,
51,74,Ryan Moore,54,2.33,125.98,-52.89,121.89,
52,46,Chad Campbell,54,2.31,124.62,-89.51,104.55,
53,60,Thongchai Jaidee,58,2.29,132.75,-70.59,112.67,
54,57,Peter Hanson,52,2.29,118.83,-86.70,83.79,
55,49,Scott Verplank,49,2.28,111.88,-83.56,99.15,
56,50,Gonzalo Fernandez-Castaño,52,2.27,118.09,-76.11,102.53,
57,53,Michael Sim,40,2.26,90.38,-28.52,95.82,
58,51,Shingo Katayama,54,2.26,122.00,-110.92,76.07,
59,58,Matt Kuchar,52,2.24,116.45,-52.23,104.53,
60,54,Jeev Milkha Singh,66,2.22,146.47,-132.16,74.70,
61,68,Jason Dufner,49,2.17,106.09,-18.18,112.42,
62,76,Adam Scott,46,2.17,99.59,-145.76,74.20,
