RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,1,Jason Day,41,13.44,551.01,-270.87,384.29,
2,2,Dustin Johnson,45,11.59,521.72,-160.45,437.12,
3,3,Rory McIlroy,43,11.12,478.23,-347.32,352.51,
4,4,Jordan Spieth,52,9.68,503.61,-372.23,275.85,
5,5,Henrik Stenson,48,8.77,421.19,-237.94,284.84,
6,6,Adam Scott,43,7.26,312.19,-153.71,279.21,
7,7,Bubba Watson,47,6.28,295.17,-242.18,171.44,
8,8,Patrick Reed,52,6.22,323.27,-159.39,251.85,
9,9,Rickie Fowler,51,5.85,298.22,-251.46,178.97,
10,11,Danny Willett,51,5.84,297.60,-143.20,241.64,
11,10,Justin Rose,50,5.54,277.16,-226.56,138.55,
12,12,Sergio Garcia,45,5.20,234.11,-157.16,181.18,
13,16,Paul Casey,50,5.09,254.55,-112.26,186.19,
14,13,Branden Grace,52,5.07,263.63,-137.76,185.93,
15,14,Phil Mickelson,43,5.00,215.16,-98.80,196.03,
16,15,Jimmy Walker,52,4.83,251.32,-129.57,209.93,
17,17,Matt Kuchar,52,4.65,241.88,-133.29,184.91,
18,18,Hideki Matsuyama,52,4.60,239.44,-152.50,181.95,
19,19,Russell Knox,52,4.34,225.64,-88.89,155.28,
20,20,Louis Oosthuizen,49,4.21,206.29,-124.91,144.28,
21,21,J.B. Holmes,49,4.14,202.76,-117.42,149.83,
22,22,Brooks Koepka,52,4.08,212.01,-142.60,146.21,
23,23,Brandt Snedeker,52,3.89,202.45,-115.78,184.00,
24,25,Charl Schwartzel,52,3.82,198.45,-103.62,150.95,
25,27,Emiliano Grillo,52,3.81,198.18,-82.50,128.57,
26,24,Jim Furyk,40,3.73,149.02,-154.98,79.27,
27,34,Kevin Chappell,52,3.65,189.76,-56.16,168.34,
28,26,Zach Johnson,51,3.63,185.36,-132.49,91.98,
29,28,Alex Noren,40,3.58,143.31,-38.70,118.93,
30,29,Rafa Cabrera Bello,52,3.46,180.13,-66.36,173.33,
31,42,Ryan Moore,47,3.42,160.74,-78.92,138.53,
32,30,Chris Wood,46,3.36,154.45,-69.24,96.11,
33,33,Justin Thomas,52,3.34,173.55,-86.44,113.19,
